"","RECORD_ID","Parcel number","Registered units","TrueRoll unit count"
"29107","001-0145095","DV0005-159",1,NA
"29108","001-0145096","DV0004-439",1,NA
"29109","001-0145096","DV0004-439",1,NA
"29110","001-0145097","DV0090-361",3,NA
"29111","001-0145098","DV0034-734",1,NA
"29112","001-0145098","DV0034-734",1,NA
"29113","001-0145099","DV0083-288",1,NA
"29114","001-0145100","DV0080-705",1,NA
"29115","001-0145101","DV0013-509",1,NA
"29116","001-0145102","DV0015-379",1,NA
"29117","001-0145103","DV0032-579",1,NA
"29118","001-0145104","DV0072-303",1,NA
"29119","001-0145106","DV0074-842",1,NA
"29120","001-0145107","DV0068-503",1,NA
"29121","001-0145108","DV1193-030",1,NA
"29122","001-0145109","DV1159-404",1,NA
"29123","001-0145110","DV0090-024",1,NA
"29124","001-0145111","DV1119-960",1,NA
"29125","001-0145112","DV0083-948",1,NA
"29126","001-0145113","DV0014-723",1,NA
"29127","001-0145116","DV1176-166",1,NA
"29128","001-0145117","DV1127-768",1,NA
"29129","001-0145118","DV0041-358",1,NA
"29130","001-0145119","DV0015-222",1,NA
"29131","001-0145120","DV0086-334",1,NA
"29132","001-0145121","DV0006-091",1,NA
"29133","001-0145122","DV0066-902",1,NA
"29134","001-0145123","DV0008-835",1,NA
"29135","001-0145124","DV0045-261",1,NA
"29136","001-0145125","DV0009-768",1,NA
"29137","001-0145126","DV0037-018",1,NA
"29138","001-0145127","DV1212-667",1,NA
"29139","001-0145128","DV0004-213",1,NA
"29140","001-0145128","DV0004-213",1,NA
"29141","001-0145129","DV0089-386",1,NA
"29142","001-0145130","DV0068-705",1,NA
"29143","001-0145131","DV0014-324",49,NA
"29144","001-0145132","DV0014-319",37,NA
"29145","001-0145133","DV1147-456",1,NA
"29146","001-0145133","DV1147-456",1,NA
"29147","001-0145134","DV1223-971",59,NA
"29148","001-0145135","DV0014-099",48,NA
"29149","001-0145136","DV0084-343",1,NA
"29150","001-0145137","DV0006-092",1,NA
"29151","001-0145137","DV0006-092",1,NA
"29152","001-0145138","DV0088-674",1,NA
"29153","001-0145139","DV0077-928",1,NA
"29154","001-0145140","DV1147-412",1,NA
"29155","001-0145141","DV0086-334",1,NA
"29156","001-0145141","DV0086-334",1,NA
"29157","001-0145142","DV0033-793",1,NA
"29158","001-0145143","DV0062-119",1,NA
"29159","001-0145144","DV0044-543",1,NA
"29160","001-0145145","DV1190-282",1,NA
"29161","001-0145146","DV1119-743",2,NA
"29162","001-0145147","DV0069-958",1,NA
"29163","001-0145148","DV0056-901",1,NA
"29164","001-0145149","DV0016-838",1,NA
"29165","001-0145150","DV1177-589",1,NA
"29166","001-0145151","DV1186-890",1,NA
"29167","001-0145152","DV0014-755",1,NA
"29168","001-0145153","DV0035-277",3,NA
"29169","001-0145154","DV1121-376",1,NA
"29170","001-0145155","DV0030-771",1,NA
"29171","001-0145156","DV0334-620",1,NA
"29172","001-0145157","DV1160-098",1,NA
"29173","001-0145157","DV1160-098",1,NA
"29174","001-0145158","DV0041-275",1,NA
"29175","001-0145159","DV1170-992",1,NA
"29176","001-0145160","DV0082-767",1,NA
"29177","001-0145161","DV0032-242",1,NA
"29178","001-0145162","DV1168-829",6,NA
"29179","001-0145163","DV0012-039",4,NA
"29180","001-0145164","DV0062-976",1,NA
"29181","001-0145165","DV0009-035",1,NA
"29182","001-0145166","DV0084-490",1,NA
"29183","001-0145167","DV0034-794",1,NA
"29184","001-0145168","DV1132-766",1,NA
"29185","001-0145169","DV0015-377",1,NA
"29186","001-0145170","DV0047-916",1,NA
"29187","001-0145171","DV0045-922",3,NA
"29188","001-0145172","DV0072-193",1,NA
"29189","001-0145173","DV1192-604",1,NA
"29190","001-0145174","DV0021-739",1,NA
"29191","001-0145175","DV1142-301",1,NA
"29192","001-0145176","DV1140-098",1,NA
"29193","001-0145177","DV0056-071",1,NA
"29194","001-0145178","DV0086-022",1,NA
"29195","001-0145179","DV0091-958",1,NA
"29196","001-0145180","DV0070-425",1,NA
"29197","001-0145181","DV0334-996",1,NA
"29198","001-0145182","DV0091-260",2,NA
"29199","001-0145183","DV0070-014",1,NA
"29200","001-0145183","DV0070-014",1,NA
"29201","001-0145184","DV0048-266",1,NA
"29202","001-0145184","DV0048-266",1,NA
"29203","001-0145185","DV0010-681",1,NA
"29204","001-0145186","DV0010-357",75,NA
"29205","001-0145187","DV1159-693",1,NA
"29206","001-0145188","DV0082-045",1,NA
"29207","001-0145189","DV0085-129",1,NA
"29208","001-0145190","DV1189-817",1,NA
"29209","001-0145191","DV0051-181",1,NA
"29210","001-0145192","DV0088-360",1,NA
"29211","001-0145193","DV1111-838",1,NA
"29212","001-0145194","DV1172-548",1,NA
"29213","001-0145195","DV0088-127",1,NA
"29214","001-0145196","DV1131-718",3,NA
"29215","001-0145197","DV1122-887",1,NA
"29216","001-0145197","DV1122-887",1,NA
"29217","001-0145198","DV0062-455",1,NA
"29218","001-0145199","DV0088-576",1,NA
"29219","001-0145200","DV0036-936",6,NA
"29220","001-0145201","DV1096-938",2,NA
"29221","001-0145202","DV1168-679",1,NA
"29222","001-0145203","DV0067-336",1,NA
"29223","001-0145204","DV0063-024",1,NA
"29224","001-0145205","DV0014-725",1,NA
"29225","001-0145206","DV0007-332",1,NA
"29226","001-0145207","DV1221-894",1,NA
"29227","001-0145208","DV0054-249",1,NA
"29228","001-0145209","DV0015-191",1,NA
"29229","001-0145210","DV0084-104",1,NA
"29230","001-0145211","DV0086-334",1,NA
"29231","001-0145212","DV1095-348",1,NA
"29232","001-0145213","DV0010-175",1,NA
"29233","001-0145214","DV0066-439",1,NA
"29234","001-0145215","DV0032-696",1,NA
"29235","001-0145216","DV0070-129",1,NA
"29236","001-0145217","DV0049-865",1,NA
"29237","001-0145218","DV0006-718",1,NA
"29238","001-0145219","DV0054-880",1,NA
"29239","001-0145221","DV1101-429",1,NA
"29240","001-0145222","DV0061-012",1,NA
"29241","001-0145223","DV1181-923",1,NA
"29242","001-0145224","DV0342-478",1,NA
"29243","001-0145225","DV0082-841",1,NA
"29244","001-0145226","DV0009-493",1,NA
"29245","001-0145226","DV0009-493",1,NA
"29246","001-0145227","DV1116-202",1,NA
"29247","001-0145229","DV0013-509",1,NA
"29248","001-0145230","DV1183-314",1,NA
"29249","001-0145233","DV0011-983",1,NA
"29250","001-0145234","DV1179-345",1,NA
"29251","001-0145235","DV0034-192",1,NA
"29252","001-0145236","DV1100-579",1,NA
"29253","001-0145237","DV0073-197",1,NA
"29254","001-0145237","DV0073-197",1,NA
"29255","001-0145238","DV0020-159",1,NA
"29256","001-0145239","DV1170-859",1,NA
"29257","001-0145239","DV1170-859",1,NA
"29258","001-0145240","NULL-",1,NA
"29259","001-0145241","DV0087-962",1,NA
"29260","001-0145242","DV0014-790",1,NA
"29261","001-0145244","DV0084-310",1,NA
"29262","001-0145246","DV0070-108",1,NA
"29263","001-0145247","DV0018-580",1,NA
"29264","001-0145247","DV0018-580",1,NA
"29265","001-0145248","DV0007-552",1,NA
"29266","001-0145249","DV1223-320",1,NA
"29267","001-0145250","DV0001-738",1,NA
"29268","001-0145251","DV0090-786",1,NA
"29269","001-0145252","DV1217-476",1,NA
"29270","001-0145253","DV0070-462",1,NA
"29271","001-0145254","DV0070-425",1,NA
"29272","001-0145255","DV0006-938",1,NA
"29273","001-0145256","DV0076-207",1,NA
"29274","001-0145257","DV0003-686",1,NA
"29275","001-0145259","DV0013-831",1,NA
"29276","001-0145260","DV0089-103",1,NA
"29277","001-0145261","DV0037-182",79,NA
"29278","001-0145262","DV1179-023",1,NA
"29279","001-0145263","DV1131-525",1,NA
"29280","001-0145264","DV0084-594",1,NA
"29281","001-0145265","DV1095-154",2,NA
"29282","001-0145266","DV0026-833",2,NA
"29283","001-0145267","DV0041-776",1,NA
"29284","001-0145268","DV0089-824",1,NA
"29285","001-0145269","DV0079-665",1,NA
"29286","001-0145270","DV0052-208",1,NA
"29287","001-0145271","DV0070-220",2,NA
"29288","001-0145272","DV0005-655",2,NA
"29289","001-0145273","DV0022-742",1,NA
"29290","001-0145275","DV0005-619",1,NA
"29291","001-0145276","DV0005-619",1,NA
"29292","001-0145277","DV0055-880",1,NA
"29293","001-0145278","DV0063-337",107,NA
"29294","001-0145279","DV0076-862",1,NA
"29295","001-0145280","DV0032-285",1,NA
"29296","001-0145281","DV1200-539",1,NA
"29297","001-0145282","DV1093-516",2,NA
"29298","001-0145283","DV1119-793",2,NA
"29299","001-0145284","DV1168-703",1,NA
"29300","001-0145284","DV1168-703",1,NA
"29301","001-0145286","DV1194-233",1,NA
"29302","001-0145286","DV1194-233",1,NA
"29303","001-0145287","DV0052-425",1,NA
"29304","001-0145288","DV0086-334",1,NA
"29305","001-0145289","DV0062-341",1,NA
"29306","001-0145290","DV0081-786",1,NA
"29307","001-0145291","DV1100-652",1,NA
"29308","001-0145292","DV0010-681",1,NA
"29309","001-0145293","DV0072-553",1,NA
"29310","001-0145294","DV1167-561",1,NA
"29311","001-0145295","DV0062-162",1,NA
"29312","001-0145296","DV0052-679",1,NA
"29313","001-0145297","DV0006-142",1,NA
"29314","001-0145298","DV0092-589",1,NA
"29315","001-0145299","DV0062-029",1,NA
"29316","001-0145300","DV0069-440",1,NA
"29317","001-0145301","DV1173-779",1,NA
"29318","001-0145302","DV1199-777",1,NA
"29319","001-0145303","DV1221-755",1,NA
"29320","001-0145304","DV1181-283",2,NA
"29321","001-0145305","DV1221-309",1,NA
"29322","001-0145306","DV0003-353",69,NA
"29323","001-0145307","DV0090-322",32,NA
"29324","001-0145308","DV0048-775",63,NA
"29325","001-0145309","DV0081-603",49,NA
"29326","001-0145310","DV0082-364",1,NA
"29327","001-0145311","DV0006-917",1,NA
"29328","001-0145313","DV0006-917",1,NA
"29329","001-0145314","DV0018-397",1,NA
"29330","001-0145315","DV0079-404",1,NA
"29331","001-0145316","DV0084-050",1,NA
"29332","001-0145317","DV0048-808",1,NA
"29333","001-0145319","DV0076-887",1,NA
"29334","001-0145320","DV0023-460",1,NA
"29335","001-0145321","DV1132-165",1,NA
"29336","001-0145322","DV1215-682",1,NA
"29337","001-0145323","DV1130-068",3,NA
"29338","001-0145324","DV0085-072",1,NA
"29339","001-0145325","DV0093-836",1,NA
"29340","001-0145326","DV0010-658",1,NA
"29341","001-0145327","DV1103-683",1,NA
"29342","001-0145328","DV1098-304",1,NA
"29343","001-0145329","DV1096-920",1,NA
"29344","001-0145330","DV1098-304",1,NA
"29345","001-0145331","DV1166-800",1,NA
"29346","001-0145331","DV1166-800",1,NA
"29347","001-0145332","DV0086-334",1,NA
"29348","001-0145334","DV0043-641",1,NA
"29349","001-0145335","DV0056-862",1,NA
"29350","001-0145336","DV0021-272",1,NA
"29351","001-0145337","DV1183-161",2,NA
"29352","001-0145338","DV0006-139",1,NA
"29353","001-0145339","DV0026-263",1,NA
"29354","001-0145340","DV0346-618",1,NA
"29355","001-0145341","DV0074-848",8,NA
"29356","001-0145342","DV0066-588",1,NA
"29357","001-0145343","DV0074-620",1,NA
"29358","001-0145344","DV1158-593",1,NA
"29359","001-0145345","DV1106-074",1,NA
"29360","001-0145346","DV0035-685",1,NA
"29361","001-0145347","DV0085-091",1,NA
"29362","001-0145348","DV0087-608",1,NA
"29363","001-0145349","DV0033-973",1,NA
"29364","001-0145350","DV1197-711",1,NA
"29365","001-0145352","DV0056-349",1,NA
"29366","001-0145353","DV0065-646",1,NA
"29367","001-0145354","DV0041-818",1,NA
"29368","001-0145355","DV0061-111",1,NA
"29369","001-0145356","DV0028-060",1,NA
"29370","001-0145357","DV0013-391",1,NA
"29371","001-0145358","DV0070-446",1,NA
"29372","001-0145359","DV1162-405",1,NA
"29373","001-0145360","DV0082-994",1,NA
"29374","001-0145361","DV0003-678",1,NA
"29375","001-0145362","DV1122-715",1,NA
"29376","001-0145369","DV0018-551",1,NA
"29377","001-0145370","DV0088-148",1,NA
"29378","001-0145371","DV0001-456",4,NA
"29379","001-0145372","DV0088-784",8,NA
"29380","001-0145373","DV1149-576",22,NA
"29381","001-0145374","DV1136-219",1,NA
"29382","001-0145376","DV1120-179",1,NA
"29383","001-0145377","DV1221-480",1,NA
"29384","001-0145378","DV0003-733",1,NA
"29385","001-0145379","DV1201-816",1,NA
"29386","001-0145380","DV0062-119",1,NA
"29387","001-0145381","DV0049-695",1,NA
"29388","001-0145382","DV0092-677",1,NA
"29389","001-0145384","DV0067-885",1,NA
"29390","001-0145385","DV0088-776",1,NA
"29391","001-0145386","DV1152-969",1,NA
"29392","001-0145387","DV1148-351",1,NA
"29393","001-0145388","DV0339-838",1,NA
"29394","001-0145389","DV0069-253",1,NA
"29395","001-0145389","DV0069-253",1,NA
"29396","001-0145390","DV1100-667",1,NA
"29397","001-0145391","DV0010-958",1,NA
"29398","001-0145392","DV0016-604",2,NA
"29399","001-0145393","DV0092-288",1,NA
"29400","001-0145394","DV1218-966",1,NA
"29401","001-0145395","DV0005-156",1,NA
"29402","001-0145396","DV0012-242",1,NA
"29403","001-0145397","DV0087-669",1,NA
"29404","001-0145398","DV0009-953",1,NA
"29405","001-0145399","DV1202-150",1,NA
"29406","001-0145400","DV0078-823",1,NA
"29407","001-0145401","DV0028-279",1,NA
"29408","001-0145402","DV0049-148",1,NA
"29409","001-0145403","DV1173-404",1,NA
"29410","001-0145404","DV0072-263",1,NA
"29411","001-0145404","DV0072-263",1,NA
"29412","001-0145405","DV0019-805",1,NA
"29413","001-0145406","DV1170-163",1,NA
"29414","001-0145407","DV0073-521",1,NA
"29415","001-0145408","DV1118-276",1,NA
"29416","001-0145409","DV1132-165",1,NA
"29417","001-0145410","DV0084-587",2,NA
"29418","001-0145411","DV0086-233",2,NA
"29419","001-0145412","DV0012-215",1,NA
"29420","001-0145413","DV0066-038",5,NA
"29421","001-0145414","DV1209-479",1,NA
"29422","001-0145415","DV1209-827",2,NA
"29423","001-0145416","DV0084-155",1,NA
"29424","001-0145417","DV0048-102",1,NA
"29425","001-0145418","DV0016-884",1,NA
"29426","001-0145419","DV0035-508",1,NA
"29427","001-0145420","DV0056-400",1,NA
"29428","001-0145421","DV0052-208",1,NA
"29429","001-0145422","DV0084-027",1,NA
"29430","001-0145423","DV0003-421",1,NA
"29431","001-0145424","DV0056-901",1,NA
"29432","001-0145425","DV0040-805",1,NA
"29433","001-0145426","DV0014-692",1,NA
"29434","001-0145427","DV0080-537",1,NA
"29435","001-0145428","DV0334-843",1,NA
"29436","001-0145430","DV0033-568",1,NA
"29437","001-0145431","DV1191-444",1,NA
"29438","001-0145432","DV0014-582",36,NA
"29439","001-0145433","DV0034-611",47,NA
"29440","001-0145434","DV1123-866",1,NA
"29441","001-0145435","DV0088-411",1,NA
"29442","001-0145435","DV0088-411",1,NA
"29443","001-0145436","DV0080-380",1,NA
"29444","001-0145437","DV1189-325",1,NA
"29445","001-0145438","DV1197-523",1,NA
"29446","001-0145439","DV0068-861",1,NA
"29447","001-0145440","DV0019-112",1,NA
"29448","001-0145441","DV0003-445",1,NA
"29449","001-0145442","DV1103-614",1,NA
"29450","001-0145443","DV0082-463",1,NA
"29451","001-0145444","DV1178-831",1,NA
"29452","001-0145445","DV1093-243",1,NA
"29453","001-0145446","DV0061-111",1,NA
"29454","001-0145447","DV0038-001",1,NA
"29455","001-0145448","DV0025-176",1,NA
"29456","001-0145449","DV0066-859",1,NA
"29457","001-0145450","DV0054-389",1,NA
"29458","001-0145451","DV0010-912",1,NA
"29459","001-0145452","DV1165-453",1,NA
"29460","001-0145452","DV1165-453",1,NA
"29461","001-0145453","DV1158-373",4,NA
"29462","001-0145454","NULL-",1,NA
"29463","001-0145455","DV0015-916",1,NA
"29464","001-0145456","DV0026-454",1,NA
"29465","001-0145457","DV1161-283",1,NA
"29466","001-0145458","DV0053-817",1,NA
"29467","001-0145459","DV0067-946",1,NA
"29468","001-0145460","DV0093-769",1,NA
"29469","001-0145460","DV0093-769",1,NA
"29470","001-0145461","DV0073-539",1,NA
"29471","001-0145462","DV1145-581",1,NA
"29472","001-0145463","DV0067-642",1,NA
"29473","001-0145464","DV0084-316",1,NA
"29474","001-0145466","DV1139-369",1,NA
"29475","001-0145467","DV1106-077",1,NA
"29476","001-0145468","DV1121-632",1,NA
"29477","001-0145469","DV0082-589",4,NA
"29478","001-0145471","DV0087-141",1,NA
"29479","001-0145472","DV0081-130",215,NA
"29480","001-0145473","DV0009-455",1,NA
"29481","001-0145474","DV0088-360",1,NA
"29482","001-0145475","DV0047-406",1,NA
"29483","001-0145476","DV0015-205",1,NA
"29484","001-0145477","DV0083-852",1,NA
"29485","001-0145478","DV0013-429",1,NA
"29486","001-0145479","DV1109-183",1,NA
"29487","001-0145480","DV0020-513",1,NA
"29488","001-0145481","DV0067-683",1,NA
"29489","001-0145482","DV0027-816",1,NA
"29490","001-0145483","DV0050-799",1,NA
"29491","001-0145484","DV0010-175",1,NA
"29492","001-0145485","DV0086-334",1,NA
"29493","001-0145486","DV0016-905",1,NA
"29494","001-0145487","DV1195-122",1,NA
"29495","001-0145488","DV0084-026",1,NA
"29496","001-0145489","DV0002-476",1,NA
"29497","001-0145490","DV1187-934",15,NA
"29498","001-0145491","DV0086-649",81,NA
"29499","001-0145492","DV0352-319",3,NA
"29500","001-0145493","DV0018-405",1,NA
"29501","001-0145494","DV0073-594",1,NA
"29502","001-0145495","DV0003-364",57,NA
"29503","001-0145496","DV1210-751",1,NA
"29504","001-0145497","DV0006-092",1,NA
"29505","001-0145498","DV0056-240",1,NA
"29506","001-0145498","DV0056-240",1,NA
"29507","001-0145499","DV0067-213",1,NA
"29508","001-0145500","DV1144-363",1,NA
"29509","001-0145501","DV0059-959",42,NA
"29510","001-0145502","DV0344-459",1,NA
"29511","001-0145503","DV0001-305",1,NA
"29512","001-0145504","DV0081-150",1,NA
"29513","001-0145508","DV0090-992",1,NA
"29514","001-0145509","DV0014-406",57,NA
"29515","001-0145510","DV0070-352",1,NA
"29516","001-0145511","DV0029-258",1,NA
"29517","001-0145512","DV0035-673",1,NA
"29518","001-0145513","DV0014-910",21,NA
"29519","001-0145514","DV0049-107",1,NA
"29520","001-0145515","DV0094-581",66,NA
"29521","001-0145516","DV1143-063",1,NA
"29522","001-0145517","DV0029-717",1,NA
"29523","001-0145518","DV0346-260",1,NA
"29524","001-0145519","DV0004-720",1,NA
"29525","001-0145520","DV0047-079",1,NA
"29526","001-0145521","DV0047-900",1,NA
"29527","001-0145522","DV0029-717",1,NA
"29528","001-0145522","DV0029-717",1,NA
"29529","001-0145523","NULL-",1,NA
"29530","001-0145524","DV0085-032",1,NA
"29531","001-0145524","DV0085-032",1,NA
"29532","001-0145525","DV0068-705",1,NA
"29533","001-0145526","DV1131-015",1,NA
"29534","001-0145527","DV0066-627",60,NA
"29535","001-0145528","DV0094-327",1,NA
"29536","001-0145529","DV0034-283",1,NA
"29537","001-0145529","DV0034-283",1,NA
"29538","001-0145530","DV0074-641",1,NA
"29539","001-0145531","DV0090-612",3,NA
"29540","001-0145532","DV1148-179",1,NA
"29541","001-0145533","DV0016-133",1,NA
"29542","001-0145534","DV0021-174",1,NA
"29543","001-0145535","DV0021-738",1,NA
"29544","001-0145536","DV0041-786",1,NA
"29545","001-0145537","DV1104-451",1,NA
"29546","001-0145538","DV0043-947",1,NA
"29547","001-0145539","DV0058-994",1,NA
"29548","001-0145540","DV0038-923",1,NA
"29549","001-0145540","DV0038-923",1,NA
"29550","001-0145541","DV0010-175",1,NA
"29551","001-0145541","DV0010-175",1,NA
"29552","001-0145542","DV1142-851",1,NA
"29553","001-0145542","DV1142-851",1,NA
"29554","001-0145543","DV1132-370",1,NA
"29555","001-0145544","DV0014-755",1,NA
"29556","001-0145545","DV0068-507",1,NA
"29557","001-0145547","DV1129-556",1,NA
"29558","001-0145548","DV0089-410",49,NA
"29559","001-0145549","DV0003-445",1,NA
"29560","001-0145550","DV1172-402",1,NA
"29561","001-0145551","DV0079-013",1,NA
"29562","001-0145551","DV0079-013",1,NA
"29563","001-0145552","DV0022-989",1,NA
"29564","001-0145553","DV0007-739",1,NA
"29565","001-0145554","DV0029-544",1,NA
"29566","001-0145555","DV1204-905",1,NA
"29567","001-0145556","DV0080-099",1,NA
"29568","001-0145557","DV0031-427",1,NA
"29569","001-0145558","DV1139-593",1,NA
"29570","001-0145559","DV0346-659",1,NA
"29571","001-0145560","DV1127-618",1,NA
"29572","001-0145561","DV1158-380",1,NA
"29573","001-0145562","DV0041-255",21,NA
"29574","001-0145563","DV0039-124",1,NA
"29575","001-0145564","DV0089-622",1,NA
"29576","001-0145565","DV0088-361",1,NA
"29577","001-0145566","DV1116-777",1,NA
"29578","001-0145567","DV0022-708",1,NA
"29579","001-0145568","DV0066-788",1,NA
"29580","001-0145569","DV0009-400",1,NA
"29581","001-0145570","DV0013-337",1,NA
"29582","001-0145571","DV0013-635",1,NA
"29583","001-0145572","DV0034-786",1,NA
"29584","001-0145573","DV0094-363",1,NA
"29585","001-0145574","DV0082-387",12,NA
"29586","001-0145575","DV0023-371",1,NA
"29587","001-0145576","DV1188-878",1,NA
"29588","001-0145577","DV0082-587",61,NA
"29589","001-0145578","DV1154-777",1,NA
"29590","001-0145579","DV0090-758",1,NA
"29591","001-0145580","NULL-",1,NA
"29592","001-0145581","DV0024-962",1,NA
"29593","001-0145582","DV1159-715",1,NA
"29594","001-0145583","DV0011-937",1,NA
"29595","001-0145584","DV0036-579",2,NA
"29596","001-0145585","DV1153-247",1,NA
